Commune;Cercle;Secteur;Lieu-dit;Date attaque;Num semaine;Animaux concernés;Victimes constatées;Taille troupeau ou lot;Conclusion expertise_ DDT;Decision indemnisation;Protocole;Num AP tir
LE HAUT-BRÉDA;1;Belledonne Centre;les Violettes;27/09/2022;40;Bovin;1;80;Indéterminé;Non indemnisable;;
THEYS;1;Belledonne Centre;Hameau de la Coche;29/07/2022;40;Ovin;2;103;Loup non exclu;Oui;O;38-2022-03-15-00015
LAVAL-EN-BELLEDONNE;1;Belledonne Centre;Jas du Lièvre;07/09/2022;37;Ovin;1;1;Loup typé;Oui;N;
THEYS;1;Belledonne Centre;Pipay;22/08/2022;35;Ovin;4;302;Loup non exclu;Oui;;
LAVAL-EN-BELLEDONNE;1;Belledonne Centre;Alpage du Pré de l'Arc;20/08/2022;34;Bovin;1;28;Indéterminé;Oui;;
LE HAUT-BRÉDA;1;Belledonne Centre;l'Oule;24/08/2022;35;Canin;1;550;Loup typé;Oui;O;38-2022-03-03-00005
SAINTE-AGNÈS;1;Belledonne Centre;;11/08/2022;33;Ovin;1;340;Indéterminé;Oui;N;38-2019-06-07-030
LES ADRETS;1;Belledonne Centre;les Oudits;18/07/2022;30;Ovin;1;307;Indéterminé;Oui;N;/
SAINTE-AGNÈS;1;Belledonne Centre;Jarlons;14/07/2022;29;Bovin;12;34;Indéterminé;Oui;;
LE HAUT-BRÉDA;1;Belledonne Centre;Chalets du Gleyzin;09/07/2022;28;Ovin;2;900;Loup non exclu;Oui;O;38-2021-08-31-00009
LES ADRETS;1;Belledonne Centre;Champ Près;07/06/2022;24;Ovin;4;230;Loup non exclu;Oui;N;/
SAINT-MURY-MONTEYMOND;1;Belledonne Centre;Champ Roti;14/03/2022;12;Ovin;2;10;Loup non exclu;Oui;;
CRÊTS EN BELLEDONNE;1;Belledonne Nord;le Pachou;05/12/2022;50;Bovin;1;14;Loup non exclu;Oui;;
CRÊTS EN BELLEDONNE;1;Belledonne Nord;les Coteriaux;09/10/2022;41;Ovin;9;24;Loup non exclu;Oui;O;38-2021-08-06-00012
PONTCHARRA;1;Belledonne Nord;Berruer;29/09/2022;40;Ovin;1;20;Loup non exclu;Oui;#N/D;#N/D
CRÊTS EN BELLEDONNE;1;Belledonne Nord;Charpieu;27/09/2022;40;Ovin;2;15;Loup non exclu;Oui;;
CRÊTS EN BELLEDONNE;1;Belledonne Nord;la Cossey;24/09/2022;39;Ovin;1;5;Loup non exclu;Oui;;
LA CHAPELLE-DU-BARD;1;Belledonne Nord;Orgeval;10/09/2022;37;Ovin;4;300;Loup typé;Oui;N;/
LE HAUT-BRÉDA;1;Belledonne Nord;le Plan;26/06/2022;26;Ovin;1;587;Loup non exclu;Oui;O;38-2022-03-03-00005
PONTCHARRA;1;Belledonne Nord;le Berruer;27/04/2022;18;Ovin;2;60;Indéterminé;Oui;#N/D;#N/D
PONTCHARRA;1;Belledonne Nord;le Berruer;20/04/2022;17;Ovin;2;24;Loup non exclu;Oui;#N/D;#N/D
VAULNAVEYS-LE-HAUT;1;Belledonne Sud;Mas du Collet;07/12/2022;50;Ovin;1;;Indéterminé;Attente transmission constat;;
LA COMBE-DE-LANCEY;1;Belledonne Sud;Mas Vanier;21/11/2022;48;Ovin;1;12;Loup non exclu;Oui;;
SAINT-MARTIN-D'URIAGE;1;Belledonne Sud;la Grivolée;30/10/2022;44;Ovin;5;32;Loup typé;Oui;N;/
VENON;3;Belledonne Sud;Chapon;21/10/2022;43;Ovin;4;30;Loup non exclu;Oui;;
HERBEYS;2;Belledonne Sud;598, Rt d'Uriage;19/10/2022;43;Ovin;2;2;Loup typé;Oui;O;38-2019-12-10-010
HERBEYS;2;Belledonne Sud;;16/10/2022;42;Ovin;1;10;Loup non exclu;Oui;O;38-2022-01-11-00001
SAINT-MARTIN-D'URIAGE;1;Belledonne Sud;;13/10/2022;42;Caprin;1;;Loup non exclu;Non indemnisable;;
REVEL;1;Belledonne Sud;la Bourgeat;11/10/2022;42;Ovin;2;;Loup non exclu;Non indemnisable;N;
HERBEYS;2;Belledonne Sud;;09/10/2022;41;Ovin;6;14;Loup typé;Oui;O;38-2022-01-11-00001
SAINT-MARTIN-D'URIAGE;1;Belledonne Sud;Bourg de Villeneuve;05/10/2022;41;Ovin;2;2;Loup non exclu;Non indemnisable;;
REVEL;1;Belledonne Sud;la Bourgeat;29/09/2022;40;Ovin;1;9;Loup typé;Oui;N;
REVEL;1;Belledonne Sud;;24/09/2022;39;Ovin;2;16;Loup non exclu;Oui;;
REVEL;1;Belledonne Sud;Grand Colon;24/09/2022;39;Ovin;1;991;Loup non exclu;Oui;O;38-2022-07-06-00009
REVEL;1;Belledonne Sud;le Colon;20/09/2022;39;Ovin;1;971;Loup non exclu;Oui;O;38-2022-07-06-00009
HERBEYS;2;Belledonne Sud;Josolierée;18/09/2022;38;Autre;2;;Loup non exclu;Oui;;
HERBEYS;2;Belledonne Sud;le Goûter;19/09/2022;39;Ovin;5;20;Loup non exclu;Oui;O;38-2022-10-12-00001
REVEL;1;Belledonne Sud;la Bourgeat;14/09/2022;38;Ovin;2;9;Loup typé;Oui;N;
JARRIE;2;Belledonne Sud;les Balyères;10/09/2022;37;Ovin;2;4;Loup typé;Oui;O;38-2018-06-18-012
REVEL;1;Belledonne Sud;la Pra;02/09/2022;36;Ovin;1;1;Loup typé;Oui;O;38-2022-07-06-00009
VENON;3;Belledonne Sud;la Ville;02/09/2022;36;Ovin;1;2;Loup typé;Non indemnisable;;
REVEL;1;Belledonne Sud;Pré Bousson;30/08/2022;36;Ovin;3;7;Loup typé;Non indemnisable;;
SAINT-JEAN-LE-VIEUX;1;Belledonne Sud;le Mollard;25/08/2022;35;Ovin;4;43;Loup typé;Oui;;
SAINT-JEAN-LE-VIEUX;1;Belledonne Sud;le Mollard;25/08/2022;35;Ovin;2;20;Loup typé;Oui;N;/
REVEL;1;Belledonne Sud;la Pra;23/08/2022;35;Ovin;2;1000;Loup non exclu;Oui;O;38-2022-07-06-00009
ALLEMOND;1;Belledonne Sud;Roche Jaune;21/08/2022;34;Ovin;1;670;Indéterminé;Oui;N;/
MURIANETTE;1;Belledonne Sud;la Pérérée;12/08/2022;33;Ovin;1;44;Loup non exclu;Oui;N;
REVEL;1;Belledonne Sud;Village Revel;09/08/2022;33;Ovin;9;31;Loup non exclu;Oui;;
REVEL;1;Belledonne Sud;Plaine de la Pra;05/08/2022;32;Ovin;1;991;Loup non exclu;Oui;O;38-2022-07-06-00009
REVEL;1;Belledonne Sud;Lac Merlat;02/08/2022;32;Ovin;1;990;Loup non exclu;Oui;O;38-2022-07-06-00009
VENON;3;Belledonne Sud;les Courbes;22/07/2022;30;Ovin;2;3;Loup non exclu;Oui;O;38-2022-08-03-00001
ALLEMOND;1;Belledonne Sud;Alpage des Chozeaux;06/07/2022;28;Caprin;1;204;Indéterminé;Oui;O;38-2021-06-08-00037
REVEL;1;Belledonne Sud;Grand Colon;04/07/2022;28;Ovin;1;990;Indéterminé;Oui;O;38-2022-07-06-00009
ALLEMOND;1;Belledonne Sud;le RIvier;08/06/2022;24;Caprin;2;70;Indéterminé;Oui;N;/
VENON;3;Belledonne Sud;le Grand Champ;09/06/2022;24;Ovin;3;6;Loup non exclu;Non indemnisable;;
VAULNAVEYS-LE-HAUT;1;Belledonne Sud;;07/06/2022;24;Ovin;3;1200;Loup typé;Oui;O;38-2022-06-10-00006
VIZILLE;1;Belledonne Sud;Près du cimetière;07/05/2022;19;Bovin;1;25;Indéterminé;Oui;N;/
VENON;3;Belledonne Sud;la Chappe;07/05/2022;19;Ovin;1;15;Indéterminé;Oui;O;38-2022-08-03-00001
POISAT;3;Belledonne Sud;le Coin;05/05/2022;19;Ovin;4;69;Loup non exclu;Oui;O;38-2022-01-11-00001
REVEL;1;Belledonne Sud;la Bourgeat;29/04/2022;18;Ovin;14;28;Loup non exclu;Oui;;
VIRIVILLE;2;Bièvre;Combe de Claire;23/11/2022;48;Veau;1;8;Indéterminé;Oui;N;/
VIRIVILLE;2;Bièvre;Camp militaire;18/07/2022;30;Ovin;1;972;Loup non exclu;Oui;O;38-2022-08-24-00002
IZEAUX;1;Bièvre;le Rafour;18/07/2022;17;Veau naissant;2;50;Loup typé;Oui;O;38-2021-11-24-00011
MARCOLLIN;2;Bièvre;la Grande Charriette;06/04/2022;15;Caprin;1;119;Loup non exclu;Oui;O;38-2022-01-11-00002
THODURE;2;Bièvre;le Nid;02/01/2022;1;Ovin;4;18;Loup non exclu;Oui;O;38-2022-01-11-00002
CHASSELAY;2;Chambarans;621 route du Pontet;20/11/2022;47;Ovin;1;2;Loup typé;Non indemnisable;;
BRION;2;Chambarans;Montée du Petit Moulin;20/11/2022;47;Ovin;1;96;Indéterminé;Non indemnisable;N;/
ROYBON;2;Chambarans;la Bourgeonnière;11/11/2022;46;Bovin;1;192;Indéterminé;Oui;O;38-2022-08-17-00005
BRION;2;Chambarans;Grange Neuve;04/10/2022;41;Ovin;1;65;Loup non exclu;Oui;N;/
ROYBON;2;Chambarans;;04/10/2022;41;Equin;1;22;Indéterminé;Non - loup exclu;;
BRION;2;Chambarans;Grange Neuve;02/10/2022;40;Ovin;2;65;Loup non exclu;Oui;N;/
LENTIOL;2;Chambarans;les Guilhodières;25/09/2022;39;Ovin;4;30;Loup non exclu;Oui;;
LENTIOL;2;Chambarans;les Guilhodières;19/09/2022;39;Ovin;2;32;Loup non exclu;Oui;;
VARACIEUX;2;Chambarans;les Perraudières;16/09/2022;38;Caprin;1;19;Loup typé;Oui;N;/
ROYBON;2;Chambarans;la Bourgeonnière;07/09/2022;37;Canin;1;1;Loup typé;Non indemnisable;O;38-2022-08-17-00005
VARACIEUX;2;Chambarans;les Perraudières;09/09/2022;37;Caprin;7;19;Loup typé;Oui;N;/
ROYBON;2;Chambarans;la Bourgeonnière;03/09/2022;36;Veau;1;40;Loup typé;Oui;N;/
VATILIEU;2;Chambarans;Revolore;19/08/2022;34;Ovin;1;33;Loup typé;Oui;O;38-2021-11-26-00004
ROYBON;2;Chambarans;la Bourgeonnière;09/08/2022;33;Canin;1;1;Loup non exclu;Non indemnisable;O;38-2022-08-17-00005
ROYBON;2;Chambarans;la Bourgeonnière;06/08/2022;32;Veau;1;80;Indéterminé;Oui;O;38-2022-08-17-00005
CHASSELAY;2;Chambarans;Route du Pontet;02/07/2022;27;Ovin;2;4;Loup non exclu;Oui;;
BESSINS;2;Chambarans;le Mourret;02/07/2022;27;Ovin;2;50;Loup non exclu;Oui;;
CHASSELAY;2;Chambarans;Roua;28/06/2022;27;Ovin;7;16;Loup non exclu;Oui;;
ROYBON;2;Chambarans;Rt de la Feta;07/06/2022;24;Ovin;4;12;Loup non exclu;Oui;;
BESSINS;2;Chambarans;Combe de Mouze;23/05/2022;22;Veau;1;15;Loup typé;Oui;O;38-2022-05-12-00012
BESSINS;2;Chambarans;Combe de Mouze;02/05/2022;19;Veau;1;42;Loup typé;Oui;O;38-2022-05-12-00012
CHASSELAY;2;Chambarans;les Vignasses;08/04/2022;15;Ovin;2;6;Loup typé;Oui;O;38-2022-08-17-00005
CHASSELAY;2;Chambarans;la Vipierre;28/03/2022;14;Ovin;1;7;Loup non exclu;Oui;O;38-2022-08-17-00005
SERRE-NERPOL;2;Chambarans;;19/03/2022;12;Ovin;3;;Chien;Non indemnisable;N;
CHASSELAY;2;Chambarans;;18/03/2022;12;Ovin;3;10;Loup non exclu;Oui;O;38-2022-08-17-00005
SAINT-APPOLINARD;2;Chambarans;le Mécant;04/03/2022;10;Ovin;1;2;Loup non exclu;Oui;N;
SAINT-APPOLINARD;2;Chambarans;le Mécant;24/02/2022;9;Ovin;2;4;Loup non exclu;Oui;N;
ROYBON;2;Chambarans;;10/02/2022;7;Ovin;2;8;Loup non exclu;Oui;;
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;les Essarts;21/10/2022;43;Ovin;2;560;Loup non exclu;Oui;N;/
CHAPAREILLAN;1;Chartreuse;Pont Royal;21/08/2022;34;Ovin;1;23;Indéterminé;Non - loup exclu;;
PLATEAU-DES-PETITES-ROCHES;1;Chartreuse;Col du Coq;20/09/2022;39;Ovin;1;1316;Loup non exclu;Oui;N;/
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Bellefond;17/09/2022;38;Ovin;6;601;Loup typé;Oui;N;/
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Bellefond;03/09/2022;36;Ovin;7;608;Loup typé;Oui;N;/
PLATEAU-DES-PETITES-ROCHES;1;Chartreuse;Saint-Pancrasse;17/08/2022;34;Caprin;1;17;Indéterminé;Non - loup exclu;;
MIRIBEL-LES-ÉCHELLES;1;Chartreuse;;23/07/2022;30;Veau;1;38;Loup non exclu;Oui;O;38-2022-08-03-00002
SARCENAS;1;Chartreuse;Col de Porte;20/06/2022;26;Ovin;1;17;Indéterminé;Oui;N;/
SAINT-JEAN-DE-VAULX;1;Connex;les Pras;25/11/2022;48;Ovin;1;600;Loup typé;Oui;O;38-2022-05-12-00007
MONTEYNARD;1;Connex;les Loirats;15/08/2022;34;Veau;1;14;Loup typé;Oui;O;38-2019-06-07-034
SAINT-GEORGES-DE-COMMIERS;1;Connex;Chemin des Chèvres;29/06/2022;27;Ovin;2;4;Loup non exclu;Oui;O;38-2022-02-09-00004
SAINT-GEORGES-DE-COMMIERS;1;Connex;Chemin des Chèvres;28/06/2022;27;Ovin;4;7;Loup non exclu;Oui;O;38-2022-02-09-00004
SAINT-JEAN-DE-VAULX;1;Connex;les Bordary;16/06/2022;25;Ovin;2;300;Loup non exclu;Oui;O;38-2022-05-12-00007
NOTRE-DAME-DE-VAULX;1;Connex;;06/06/2022;24;Veau;1;2;Loup non exclu;Oui;;
SAINT-GEORGES-DE-COMMIERS;1;Connex;Champ près de l'école;06/06/2022;24;Ovin;3;10;Loup non exclu;Oui;O;38-2022-02-09-00004
SAINT-JEAN-DE-VAULX;1;Connex;les Arnauds;24/05/2022;22;Ovin;2;220;Loup typé;Oui;O;38-2022-05-12-00007
MONTEYNARD;1;Connex;les Ripeaux;06/05/2022;19;Veau;1;;Indéterminé;Non - loup exclu;;
BESSE;1;Emparis;Rif Tord;25/09/2022;39;Ovin;2;1165;Indéterminé;Oui;N;/
BESSE;1;Emparis;Côte Allamelle;17/09/2022;38;Ovin;17;1315;Loup non exclu;Oui;N;/
LAVALDENS;1;Grand Armet;Plan Col;21/09/2022;39;Ovin;2;987;Loup non exclu;Oui;O;38-2019-07-15-025
ORIS-EN-RATTIER;1;Grand Armet;le Jas;22/09/2022;39;Ovin;1;1680;Indéterminé;Oui;O;38-2022-05-12-00007
LAVALDENS;1;Grand Armet;Plan Col;18/09/2022;38;Ovin;3;966;Loup non exclu;Oui;O;38-2019-07-15-025
ORIS-EN-RATTIER;1;Grand Armet;le Jas;20/09/2022;39;Ovin;3;1700;Loup non exclu;Oui;O;38-2022-05-12-00007
ORIS-EN-RATTIER;1;Grand Armet;les Fonds Plaine;06/09/2022;37;Ovin;1;1570;Loup non exclu;Oui;O;38-2022-05-12-00007
LAVALDENS;1;Grand Armet;Combe Fouranne;07/08/2022;32;Ovin;8;1090;Loup non exclu;Oui;O;38-2021-08-26-00001
LAVALDENS;1;Grand Armet;Plan Col;06/08/2022;32;Ovin;36;914;Indéterminé;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;Alpage du Sappey;02/08/2022;32;Ovin;77;1150;Indéterminé;Oui;O;38-2021-08-26-00001
LAVALDENS;1;Grand Armet;Fontvielle;23/07/2022;30;Ovin;1;1200;Loup non exclu;Oui;O;38-2021-08-26-00001
LAVALDENS;1;Grand Armet;Combe Oursière;22/07/2022;30;Ovin;2;1209;Indéterminé;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;Combe Oursière;20/07/2022;30;Ovin;2;1209;Loup non exclu;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;Combe Oursière;17/07/2022;29;Ovin;1;1200;Loup non exclu;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;le Pay;05/07/2022;28;Ovin;1;1200;Loup non exclu;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;le Fontagneux;05/07/2022;28;Ovin;8;150;Loup non exclu;Oui;O;38-2022-04-12-00061
LAVALDENS;1;Grand Armet;Fond de Parier;28/06/2022;27;Ovin;4;1200;Indéterminé;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;Haute Gorge;15/06/2022;25;Ovin;1;1200;Loup non exclu;Oui;O;38-2019-07-15-025
LAVALDENS;1;Grand Armet;Route du Pey;01/06/2022;23;Ovin;1;5;Loup typé;Oui;O;38-2022-05-12-00011
LAVALDENS;1;Grand Armet;les Mazoirs;31/03/2022;14;Veau;1;;Indéterminé;Oui;N;/
CLAVANS-EN-HAUT-OISANS;1;Grandes Rousses;les Sablats;16/10/2022;42;Ovin;6;6;Loup typé;Oui;O;38-2021-06-08-00038
CLAVANS-EN-HAUT-OISANS;1;Grandes Rousses;le Perron;12/10/2022;42;Ovin;5;2300;Loup non exclu;Oui;O;38-2021-06-08-00038
VAUJANY;1;Grandes Rousses;la Condamine;06/10/2022;41;Ovin;1;47;Loup non exclu;Oui;O;38-2022-01-25-00007
